分類,牌子,貨品,惠康,百佳,Market Place,永旺,大昌食品,最後更新日期
芝士 / 乳酪 / 乳酸產品,笑牛牌 The Laughing Cow,芝士醬 8粒裝 128克,$ 29.90,$ 29.90,$ 29.90,--,--,2015-10-07
牛油 / 植物牛油 / 忌廉,安佳 Anchor,紐西蘭奶油 (牛油) - 有鹽 227克,$ 29.90,$ 29.90,$ 30.90,--,--,2015-10-07
牛油 / 植物牛油 / 忌廉,大公司 Daisy,澳洲純牛油 - 含鹽 200克,$ 28.90,$ 28.90,$ 28.90,--,--,2015-10-07
牛油 / 植物牛油 / 忌廉,銀寶 Lurpak,丹麥牛油 - 無鹽 200克,$ 37.90,$ 37.90,$ 39.50,--,--,2015-10-07
牛油 / 植物牛油 / 忌廉,總統牌 President,法國牛油 - 無鹽 200克,$ 39.90,$ 39.90,$ 41.10,--,--,2015-10-07
牛油 / 植物牛油 / 忌廉,奧沙牌 Ambassador,牛油 - 無鹽 200克,$ 21.90,$ 27.90,$ 21.90,--,--,2015-10-07
牛油 / 植物牛油 / 忌廉,花嘜 Flora,輕怡植物牛油 (醬) Light 500克,$ 39.90,$ 43.90,$ 41.10,--,--,2015-10-07
牛油 / 植物牛油 / 忌廉,花嘜 Flora,軟滑植物牛油 (醬) Original 250克,$ 26.90,$ 26.90,$ 27.90,--,--,2015-10-07
牛油 / 植物牛油 / 忌廉,味道美 MeadowLea,芥花籽植物牛油 250克,$ 17.90,--,$ 18.50,--,--,2015-10-07
牛油 / 植物牛油 / 忌廉,雪印 Snow Brand,特級植物牛油 160克,$ 15.90,$ 14.90,$ 15.90,--,--,2015-10-07
牛油 / 植物牛油 / 忌廉,雪印 Snow Brand,特級植物牛油 320克,$ 26.90,$ 26.90,$ 27.80,--,--,2015-10-07
牛油 / 植物牛油 / 忌廉,銀寶 Lurpak,軟牛油 (含植物油) - 少鹽 Slightly Salted 250克,$ 47.90,$ 47.90,$ 49.50,--,--,2015-10-07
牛油 / 植物牛油 / 忌廉,安佳 Anchor,攪用忌廉 250毫升,--,$ 29.90,--,--,--,2015-10-07
牛油 / 植物牛油 / 忌廉,總統牌 President,攪用忌廉 200毫升, $ 33.90, $ 29.90,--,--,--,2015-10-07
冰凍甜點,Dreyer's,雪糕 - D Collection - 比利時三重朱古力 473毫升,--, $ 46.90,--,--,--,2015-10-07
冰凍甜點,Dreyer's,雪糕 - D Collection - 紐約藍莓芝士餅 473毫升,--, $ 46.90,--,--,--,2015-10-07
冰凍甜點,Dreyer's,雪糕 - 石板街 Rocky Road 887毫升,--, $ 46.90,--,--,--,2015-10-07
冰凍甜點,Haagen-Dazs,雪糕 - 抹茶 (473毫升) 392克,--,$ 69.90,--,--,--,2015-10-07
冰凍甜點,Haagen-Dazs,雪糕 - 香草 (473毫升) 392克,--,$ 69.90,--,--,--,2015-10-07
冰凍甜點,Haagen-Dazs,雪糕 - 經典迷你組合 Mini Classics 75毫升 x 6杯,--,$ 79.90,--,--,--,2015-10-07
冰凍甜點,雀巢 Nestle,雪糕甜筒 Drumstick - 芒果狂熱 125毫升 x 4,--,$ 33.50,--,--,--,2015-10-07
冰凍甜點,阿波羅 Appolo,紅豆霸 (紅豆冰凍甜點) 4支裝 (80毫升 x 4支) 320毫升,--, $ 25.00,--,--,--,2015-10-07
冰凍甜點,雀巢 Nestle,豆豆樂 Beano - 紅豆冰棒 60毫升 x 6,--,$ 21.50,--,--,--,2015-10-07
冰凍甜點,雀巢 Nestle,甘脆雪糕棒 Crunch (呍呢拿味雪糕配朱古力脆米外層) 65毫升 x 6,--,$ 29.90,--,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維記金光 Soya Gold,鮮豆漿 - 低糖 236毫升,$ 4.00,--,$ 4.20,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維記金光 Soya Gold,鮮豆漿 - 特濃豆味 946毫升,$ 11.90,$ 11.90,$ 12.50,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,百福 Pak Fook,鮮豆漿 - 高鈣低糖 236毫升, $ 5.40, $ 5.00, $ 5.40,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,百福 Pak Fook,鮮豆漿 - 高鈣低糖 946毫升,$ 11.90,$ 13.90,$ 12.50,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,百福 Pak Fook,鮮豆漿 - 傳統風味 236 毫升, $ 5.40,--, $ 5.40,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,百福 Pak Fook,鮮豆漿 - 傳統風味 946 毫升,$ 11.90,$ 13.90,$ 12.30,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,日昇 Sunrise,豆漿皇 - 低糖 1.89公升,$ 29.90,--,$ 30.80,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,日昇 Sunrise,豆漿皇 - 原味 1.89公升,$ 29.90,--,$ 30.80,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,日昇 Sunrise,豆漿皇 - 無糖 1.89公升,$ 35.90,$ 35.90,$ 35.90,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他奶山水 Vitasoy San Sui,鮮黑豆漿 - 低糖 236毫升, $ 7.10, $ 7.10, $ 7.10,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他奶山水 Vitasoy San Sui,鮮黑豆漿 - 低糖 946毫升, $ 16.20, $ 16.20,$ 16.90,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他奶山水 Vitasoy San Sui,鮮豆漿 - 高鈣麥香 946毫升, $ 14.80, $ 14.80,$ 15.50,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他奶山水 Vitasoy San Sui,鮮豆漿 - 低糖 946毫升, $ 14.80, $ 14.80,$ 15.50,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他奶山水 Vitasoy San Sui,鮮豆漿 - 豆味特濃 236毫升, $ 6.70, $ 6.50, $ 6.70,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他奶山水 Vitasoy San Sui,鮮豆漿 - 豆味特濃 946毫升, $ 14.80, $ 14.80,$ 15.50,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,安怡 Anlene,高鈣豆奶飲品 - 銀杏 190毫升 x 3,$ 12.90, $ 12.90,$ 12.90,$ 12.90,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,千葉 Chiba,原味豆漿 980毫升,--,--,--,--,$ 12.80,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,陽光 Hi-C,荳奶 - 蜜瓜味 250毫升 x 6,$ 14.50,$ 14.50,$ 15.00,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,鴻福堂 Hung Fook Tong,濃香豆漿飲品 500毫升, $ 8.90,--, $ 8.90,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,Marusan,調製豆乳 - 豆漿飲品,--, $ 27.90,--,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,酷兒 Qoo,荳奶 200毫升 x 6, $ 13.50, $ 13.40, $ 14.00,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,大和 Tai Wo,豆漿 - 低糖 408毫升, $ 8.00,$ 7.20,--,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,大和 Tai Wo,豆漿 - 原味 408毫升, $ 8.00,$ 7.20, $ 8.00,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他 Vitasoy,鈣思寶 - 高鈣大豆纖維健康飲品 - 黑芝麻味道 250毫升 x 6,$ 21.90,$ 21.90,$ 21.90, $ 20.90,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他 Vitasoy,鈣思寶 - 高鈣大豆健康飲品 - 大豆原味 250毫升 x 6,$ 21.90,$ 21.90,$ 21.90, $ 20.90,$ 23.70,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他 Vitasoy,鈣思寶 - 高鈣大豆燕麥健康飲品 - 燕麥味 250毫升 x 6,$ 21.90,$ 21.90,$ 21.90, $ 20.90,$ 23.70,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他 Vitasoy,維他奶 - 麥精豆奶 - 低糖 250毫升 x 6, $ 18.50, $ 17.90, $ 18.50, $ 17.90,$ 17.60,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他 Vitasoy,維他奶 - 麥精豆奶 (膠樽裝) 330毫升,$ 7.60,$ 7.60,--,--,$ 7.10,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他 Vitasoy,維他奶 - 麥精豆奶 1公升,$ 10.00,$ 10.00,$ 10.00,$ 10.00,$ 9.50,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他 Vitasoy,維他奶 - 麥精豆奶 250毫升 x 6, $ 18.50, $ 17.90, $ 18.50, $ 17.90,$ 18.00,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他 Vitasoy,原味有機豆奶 Organic Soya Drink - Creamy Original 1公升,--,$ 22.50,--,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他 Vitasoy,純豆漿 (無添加糖) 1公升,$ 10.00,$ 10.00,$ 10.00,$ 10.00,$ 10.40,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他 Vitasoy,維他奶 - 豆奶 (膠樽裝) 330毫升,$ 7.60,$ 7.60,--, $ 7.50,$ 7.10,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他 Vitasoy,維他奶 - 豆奶 - 低糖 250毫升 x 6, $ 18.50,--, $ 18.50, $ 17.90,$ 17.60,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他 Vitasoy,維他奶 - 豆奶 1公升,$ 10.00,$ 10.00,$ 10.00,$ 10.00,$ 9.50,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,維他 Vitasoy,維他奶 - 豆奶 250毫升 x 6, $ 18.50, $ 17.90, $ 18.50, $ 17.90,$ 18.00,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,大排檔 Dai Pai Dong,即沖活力豆漿 20克 x 10,$ 20.90,$ 16.60,$ 20.90,--,--,2015-10-07
豆漿 / 豆奶 / 即沖豆漿,大排檔 Dai Pai Dong,無糖即沖100%豆漿 20克 x 8,$ 19.90,$ 16.60,$ 19.90,$ 20.50,--,2015-10-07
豆腐製品,百福 Pak Fook,煎炸滑豆腐 350毫升, $ 7.10, $ 7.00, $ 7.10,--,$ 7.80,2015-10-07
豆腐製品,百福 Pak Fook,蒸煮滑豆腐 - 方便孖裝 228毫升 x 2,$ 8.50,$ 8.50,$ 8.50,--,--,2015-10-07
豆腐製品,百福 Pak Fook,蒸煮滑豆腐 350毫升, $ 7.10, $ 7.00, $ 7.10,--,$ 7.50,2015-10-07
豆腐製品,百福 Pak Fook,硬豆腐 340克, $ 7.10, $ 7.00, $ 7.10,--,$ 7.80,2015-10-07
豆腐製品,維他奶山水 Vitasoy San Sui,煎釀硬豆腐 350克, $ 8.80, $ 9.40, $ 8.80,--,$ 8.10,2015-10-07
豆腐製品,維他奶山水 Vitasoy San Sui,嫩豆腐 350克, $ 8.80, $ 9.40, $ 8.80,--,$ 8.10,2015-10-07
豆腐製品,百福 Pak Fook,杏仁豆花 229毫升, $ 5.70, $ 5.70, $ 5.70,--,--,2015-10-07
豆腐製品,百福 Pak Fook,鮮薑汁豆花 229毫升, $ 5.70, $ 5.70, $ 5.70,--,--,2015-10-07
豆腐製品,維他奶山水 Vitasoy San Sui,薑汁黃糖豆腐花 220克, $ 6.20,--, $ 6.20,--,--,2015-10-07
豆腐製品,維他奶山水 Vitasoy San Sui,豆腐花 220克, $ 6.20, $ 5.00, $ 6.20,--,$ 4.60,2015-10-07
豆腐製品,維他奶山水 Vitasoy San Sui,豆腐花 350克, $ 9.80, $ 8.50,--,--,--,2015-10-07
蛋類,正大 CP,泰國精選新鮮雞蛋 - 大 (L) 12隻, $ 28.90,$ 29.90, $ 28.90,--,--,2015-10-07
蛋類,正大 CP,泰國精選新鮮雞蛋 - 大 (L) 6隻,$ 16.90,$ 15.90,$ 16.90,--,--,2015-10-07
蛋類,正大 CP,泰國精選新鮮雞蛋 - 特大 (XL) 65克 x 12隻, $ 30.90,$ 31.90, $ 30.90,--,--,2015-10-07
蛋類,正大 CP,奧米加蛋 6隻,$ 25.90,--,$ 25.90,--,--,2015-10-07
蛋類,德青源 DQY Ecological,新鮮雞蛋 AA級 - 特大裝 8隻 480克,$ 23.90,$ 23.90,$ 24.90,--,--,2015-10-07
蛋類,德青源 DQY Ecological,新鮮雞蛋 AA級 - 大裝 8隻 424克,$ 21.90,--,$ 22.90,--,--,2015-10-07
糖果 / 甜品,吉百利 Cadbury,Dairy Milk 朱古力 - 提子果仁 50克, $ 9.50, $ 7.90, $ 9.80, $ 9.50,--,2015-10-07
糖果 / 甜品,吉百利 Cadbury,Dairy Milk 朱古力 - 榛子果仁 55克, $ 9.50, $ 7.90, $ 9.80, $ 9.50,--,2015-10-07
糖果 / 甜品,吉百利 Cadbury,Picnic 假期朱古力 46克, $ 7.90, $ 7.90, $ 8.20, $ 7.90,--,2015-10-07
糖果 / 甜品,吉百利 Cadbury,Time Out 朱古力威化 40克, $ 8.50, $ 7.90, $ 8.80, $ 7.90,--,2015-10-07
糖果 / 甜品,德芙 Dove,榛子杏仁及葡萄乾朱古力 43克, $ 10.00,$ 8.30, $ 10.00,--,--,2015-10-07
糖果 / 甜品,德芙 Dove,脆米朱古力 38克, $ 10.00,--, $ 10.00,--,--,2015-10-07
糖果 / 甜品,德芙 Dove,牛奶朱古力 43克, $ 10.00,$ 8.30, $ 10.00,--,--,2015-10-07
糖果 / 甜品,費列羅 Ferrero,Rocher 金莎朱古力 T16 (16粒裝) 200克, $ 45.00, $ 45.00,--,--,--,2015-10-07
糖果 / 甜品,費列羅 Ferrero,Rocher 金莎朱古力 T24 (24粒裝) 金鑽禮盒 300克, $ 87.90, $ 87.90,--,--,--,2015-10-07
糖果 / 甜品,費列羅 Ferrero,Rocher 金莎朱古力 T30 (30粒裝) 禮盒 375克, $ 84.80, $ 84.80,--,--,--,2015-10-07
糖果 / 甜品,費列羅 Ferrero,Rocher 金莎朱古力 T5 (5粒裝) 62.5克,$ 17.20, $ 17.20,--,--,--,2015-10-07
糖果 / 甜品,費列羅 Ferrero,Rocher 金莎朱古力 T8 (8粒裝) 心形禮盒 100克,--, $ 49.00,--,--,--,2015-10-07
糖果 / 甜品,飛瑞爾 Frey,Chocobloc Milk 鳥結杏仁蜂蜜糖牛奶朱古力 100克,--,$ 15.90,--,--,--,2015-10-07
糖果 / 甜品,好時 Hershey's,特濃65%可可黑古力 (鐵盒裝) 50克, $ 15.90,--, $ 16.40,--,--,2015-10-07
糖果 / 甜品,好時 Hershey's,杏仁牛奶朱古力磚 37克, $ 7.90,--, $ 8.20,--,--,2015-10-07
糖果 / 甜品,健達 Kinder,繽紛樂 Bueno 朱古力 (T2) 43克,$ 7.60,$ 7.60,$ 7.90, $ 7.90,--,2015-10-07
糖果 / 甜品,健達 Kinder,繽紛樂 Bueno 朱古力 (T6) 129克,$ 18.90,$ 20.70,$ 21.50,$ 18.90,--,2015-10-07
糖果 / 甜品,健達 Kinder,朱古力四條裝 50克,$ 7.60,$ 7.60,$ 7.90, $ 7.90,--,2015-10-07
糖果 / 甜品,瑞士蓮 Lindt,70% 特醇可可朱古力 100克,$ 35.90,$ 35.90,$ 37.00,$ 29.90,--,2015-10-07
糖果 / 甜品,瑞士蓮 Lindt,85% 特醇可可朱古力 35克,$ 13.90,$ 13.90,$ 14.40,--,--,2015-10-07
糖果 / 甜品,瑞士蓮 Lindt,Lindor 軟心朱古力 - 精選 (14粒裝) 168克,$ 75.00,$ 75.00,--,--,--,2015-10-07
糖果 / 甜品,瑞士蓮 Lindt,Lindor 軟心朱古力 - 牛奶 (14粒裝) 168克,--,$ 75.00,--,--,--,2015-10-07
糖果 / 甜品,瑞士蓮 Lindt,牛奶提子果仁朱古力 Swiss Classic - Milk Raisin Nut 100克,$ 25.90,$ 25.90,$ 26.70,$ 20.90,--,2015-10-07
糖果 / 甜品,瑞士蓮 Lindt,純牛奶薄片朱古力 125克,$ 56.90,$ 56.90,--,$ 39.90,--,2015-10-07
糖果 / 甜品,樂天 Lotte,Almond Chocolate Crisp 杏仁脆米朱古力 (紙盒裝) 89克,$ 15.90,$ 14.90,$ 16.40,--,--,2015-10-07
糖果 / 甜品,樂天 Lotte,Rich Nut - Almond Crispy 杏仁脆米朱古力 (塑料盒裝) 87克,$ 18.90,$ 13.90,$ 18.90,--,$ 24.60,2015-10-07
糖果 / 甜品,M&M's,花生朱古力 40克,$ 7.10,$ 6.90,$ 7.40,$ 6.90,--,2015-10-07
糖果 / 甜品,麥提莎 Maltesers,牛奶朱古力 90克,$ 19.90, $ 19.90, $ 19.90, $ 15.20,--,2015-10-07
糖果 / 甜品,明治 Meiji,杏仁朱古力 173克,$ 33.90,$ 30.90,$ 35.00,--,--,2015-10-07
糖果 / 甜品,明治 Meiji,杏仁朱古力 88克,$ 15.90,$ 14.90,$ 16.40,--,--,2015-10-07
糖果 / 甜品,明治 Meiji,Black 特濃朱古力 - 盒裝 (28粒裝) 120克,$ 17.90,$ 17.90,$ 18.50,--,--,2015-10-07
糖果 / 甜品,明治 Meiji,Black 特濃朱古力 50克,$ 6.90,$ 6.90,$ 7.20,$ 6.90,--,2015-10-07
糖果 / 甜品,明治 Meiji,牛奶朱古力 50克,$ 6.90,$ 6.90,--,$ 6.90,--,2015-10-07
糖果 / 甜品,森永 Dars,黑朱古力 45克,$ 10.90,--,$ 11.30,$ 8.90,--,2015-10-07
糖果 / 甜品,雀巢奇巧 Kit Kat,牛奶朱古力威化 45克,$ 8.90,$ 8.90,$ 9.20,--,--,2015-10-07
糖果 / 甜品,士力架 Snickers,花生朱古力 51克,$ 7.90,$ 7.90,$ 8.20, $ 7.50,--,2015-10-07
糖果 / 甜品,蜜思 Merci,精選特級牛奶巧克力 (內含七種不同口味) 250克,$ 45.90,$ 45.90,--,--,--,2015-10-07
糖果 / 甜品,蜜思 Merci,精選特級牛奶巧克力 (內含七種不同口味) 400克,--,$ 74.90,--,--,--,2015-10-07
糖果 / 甜品,瑞士三角 Toblerone,牛奶朱古力 50克,$ 10.90,$ 9.90,$ 11.30,--,--,2015-10-07
糖果 / 甜品,瑞士三角 Toblerone,迷你朱古力 - 袋裝 200克,$ 44.90,$ 22.90,--,--,--,2015-10-07
糖果 / 甜品,特趣 Twix,曲奇朱古力條 50.7克,$ 7.90,$ 7.90,$ 8.20, $ 7.50,--,2015-10-07
糖果 / 甜品,樂家 Almond Roca,杏仁糖 140克,$ 38.90,$ 38.90,--,--,--,2015-10-07
糖果 / 甜品,樂家 Almond Roca,杏仁糖 340克,$ 89.90,$ 87.50,--,--,--,2015-10-07
糖果 / 甜品,樂家 Almond Roca,杏仁糖 600克,$ 159.90,$ 152.00,--,--,--,2015-10-07
糖果 / 甜品,能得利 Frutips,黑加侖子軟糖 52.5克,$ 7.50,$ 7.50,$ 7.80, $ 8.50,--,2015-10-07
糖果 / 甜品,能得利 Frutips,果汁軟糖 - 巨形筒裝 125克,$ 21.80,$ 21.80,$ 22.50,--,--,2015-10-07
糖果 / 甜品,萬樂珠 Mentos,薄荷味 37.5克, $ 6.50, $ 5.50, $ 6.50,$ 5.50,--,2015-10-07
糖果 / 甜品,利賓納 Ribena,黑加侖子軟糖 30粒裝 60克,--,$ 13.90,--,--,--,2015-10-07
糖果 / 甜品,彩虹 Skittles,果汁糖 45克,$ 6.70, $ 6.70,--, $ 5.20,--,2015-10-07
糖果 / 甜品,瑞士糖 Sugus,香橙味軟糖 30克,$ 4.00,$ 4.00,$ 4.20,$ 4.00,--,2015-10-07
糖果 / 甜品,瑞士糖 Sugus,士多啤梨味軟糖 30克,$ 4.00,$ 4.00,$ 4.20,$ 4.00,--,2015-10-07
糖果 / 甜品,綠箭 Wrigley's,薄荷口香糖 25粒裝 40克,--,$ 8.00,--,$ 7.40,--,2015-10-07
糖果 / 甜品,爽浪 Airwaves,無糖香口珠 - 超涼薄荷味 20粒袋裝 28克, $ 9.20, $ 9.20,$ 9.20, $ 8.60,--,2015-10-07
糖果 / 甜品,益達 Extra,Professional 強勁薄荷味無糖香口珠 20粒 28克, $ 9.20, $ 9.20,$ 9.20,--,--,2015-10-07
糖果 / 甜品,益達 Extra,潔齒無糖香口珠 20粒袋裝 28克, $ 9.20, $ 9.20,$ 9.20,$ 8.60,--,2015-10-07
糖果 / 甜品,益達 Extra,曬駱駝 Xylitol 無糖香口珠 - 清甜薄荷味 54粒裝,$ 21.90,$ 21.90,$ 21.90,$ 21.90,--,2015-10-07
糖果 / 甜品,益達 Extra,曬駱駝 Xylitol 無糖香口珠 - 草本精華 20粒裝 28克, $ 9.20, $ 9.20,$ 9.20, $ 8.60,--,2015-10-07
糖果 / 甜品,益達 Extra,曬駱駝 Xylitol 無糖香口珠 - 士多啤梨 20粒裝 28克, $ 9.20, $ 9.20,$ 9.20,--,--,2015-10-07
糖果 / 甜品,羅拔臣 Robertsons,o者喱粉 - 芒果味 80克,$ 4.30,$ 4.30,$ 4.50,--,--,2015-10-07
糖果 / 甜品,四方果 Square Fruit,o者喱 - 忌廉梳打 130克,--,--,--,--,--,2015-10-07
乾果,7D,芒果乾 100克,--,$ 25.90,--,$ 20.90,--,2015-10-07
乾果,金呂宋 Guadalupe,菲律賓芒果乾 100克,$ 18.90,--,--,--,--,2015-10-07
乾果,宿務 Cebu,芒果乾 100克,$ 19.90,$ 15.90,--,--,--,2015-10-07
能量棒 / 營養棒 / 點心棒,Nature Valley,天然營養果條 - Trail Mix (6條裝) 210克,$ 34.90,$ 34.90,$ 34.90,$ 39.90,--,2015-10-07
能量棒 / 營養棒 / 點心棒,Nature Valley,天然營養脆條 - 蜜糖燕麥 (12條裝) 252克,$ 32.90,$ 32.90,$ 32.90,$ 38.90,--,2015-10-07
能量棒 / 營養棒 / 點心棒,Soyjoy,大豆果滋棒 - 香蕉 (加鈣) 27克, $ 8.50, $ 8.50, $ 8.50,$ 8.90,--,2015-10-07
餅乾,百邦 Bourbon,迷你芝士夾心餅 (條裝) 45克, $ 9.90,--,--, $ 6.90,--,2015-10-07
餅乾,嘉頓 Garden,檸檬夾心餅 (獨立包裝 24克 x 12包) 288克,$ 26.50,$ 23.40,$ 26.50,--,$ 23.70,2015-10-07
餅乾,嘉頓 Garden,檸檬夾心餅 175克,$ 9.80,$ 9.80,$ 10.10,--,--,2015-10-07
餅乾,嘉頓 Garden,檸檬夾心餅 350克,$ 14.80, $ 14.80,--,--,--,2015-10-07
餅乾,嘉頓 Garden,時時食夾心餅 - 芝士味 (47克 x 8包) 376克,$ 22.90,$ 22.90,$ 22.90,--,--,2015-10-07
餅乾,嘉頓 Garden,時時食夾心餅 - 花生味 (50克 x 8包) 400克,$ 22.90,$ 22.90,--,--,--,2015-10-07
餅乾,積及 Jacob's,Club 朱古力夾心橙餅 8件裝 158克,--, $ 27.90,--,$ 29.90,--,2015-10-07
餅乾,樂天 Lotte,小熊餅 - 朱古力味 - 家庭裝 195克,$ 19.90,$ 19.90,$ 20.90,--,$ 19.90,2015-10-07
餅乾,樂天 Lotte,小熊餅 - 朱古力味 37克, $ 9.00, $ 8.50, $ 9.30,--,--,2015-10-07
餅乾,樂天 Lotte,小熊餅 - 士多啤梨味 - 家庭裝 195克,$ 19.90,$ 19.90,--,--,$ 19.90,2015-10-07
